ppd_id,PlanName,fy,Asset_Cumulative,Risky_to_Safe_Asset_Ratio,Risky_Total_Asset_Ratio,Board_Size,Board_Appointed,Board_Ex_Officio,Board_Elected,Board_Plan_Participants,Board_Ratio_Participants_Total,Board_Ratio_Participants_Elected_Total,Board_Exofficio_Only,Board_Appointed_Only,Active_Total_Member_Ratio,Beneficiary_Member_Ratio,Beneficiary_Taxpayer_Ratio
35,Illinois Universities,2011,1.0100,3.2083,0.7624,0,0,0,0,0,,,1,1,0.3833,0.2413,0.0040
35,Illinois Universities,2012,0.9900,3.1250,0.7576,0,0,0,0,0,,,1,1,0.3739,0.2513,0.0042
35,Illinois Universities,2013,1.0100,3.2083,0.7624,0,0,0,0,0,,,1,1,0.3683,0.2593,0.0044
35,Illinois Universities,2014,1.0100,3.2083,0.7624,0,0,0,0,0,,,1,1,0.3613,0.2655,0.0046
35,Illinois Universities,2015,1.0200,3.0800,0.7549,0,0,0,0,0,,,1,1,0.3569,0.2679,0.0047
36,Indiana PERF,2001,1.0000,1.3186,0.5687,9,2,3,0,4,0.4444,0.0000,1,0,0.7036,0.2463,0.0083
36,Indiana PERF,2002,1.0000,1.3725,0.5785,9,4,1,0,4,0.4444,0.0000,1,0,0.6957,0.2481,0.0083
36,Indiana PERF,2003,0.9999,1.5671,0.6105,9,2,3,0,4,0.4444,0.0000,1,0,0.6808,0.2626,0.0089
36,Indiana PERF,2004,1.0001,2.4075,0.7065,9,4,1,0,4,0.4444,0.0000,1,0,0.6899,0.2624,0.0087
36,Indiana PERF,2005,1.0000,2.5149,0.7155,9,2,3,0,4,0.4444,0.0000,1,0,0.6764,0.2732,0.0091
36,Indiana PERF,2006,1.0000,2.9370,0.7460,9,4,1,0,4,0.4444,0.0000,1,0,0.6681,0.2770,0.0092
36,Indiana PERF,2007,1.0000,3.5045,0.7780,9,2,3,0,4,0.4444,0.0000,1,0,0.6489,0.2819,0.0095
36,Indiana PERF,2008,1.0000,2.9370,0.7460,9,4,1,0,4,0.4444,0.0000,1,0,0.6428,0.2863,0.0098
36,Indiana PERF,2009,1.0000,2.0303,0.6700,9,2,3,0,4,0.4444,0.0000,1,0,0.6611,0.2912,0.0101
36,Indiana PERF,2010,1.0000,1.7933,0.6420,9,4,1,0,4,0.4444,0.0000,1,0,0.4683,0.2099,0.0103
36,Indiana PERF,2011,1.0000,2.1746,0.6850,9,2,3,0,4,0.4444,0.0000,1,0,0.4756,0.2263,0.0108
36,Indiana PERF,2012,1.0000,1.8090,0.6440,9,4,1,0,4,0.4444,0.0000,1,0,0.5060,0.2538,0.0112
36,Indiana PERF,2013,1.0000,2.1250,0.6800,9,2,3,0,4,0.4444,0.0000,1,0,0.4782,0.2633,0.0116
36,Indiana PERF,2014,1.0000,2.1646,0.6840,9,4,1,0,4,0.4444,0.0000,1,0,0.4768,0.2632,0.0115
36,Indiana PERF,2015,1.0000,2.1646,0.6840,9,2,3,0,4,0.4444,0.0000,1,0,0.4809,0.2747,0.0120
37,Indiana Teachers,2001,1.0000,0.6889,0.4079,9,4,1,0,4,0.4444,0.0000,1,0,0.6634,0.2963,0.0055
37,Indiana Teachers,2002,1.0001,0.8164,0.4495,9,2,3,0,4,0.4444,0.0000,1,0,0.5090,0.2273,0.0055
37,Indiana Teachers,2003,1.0000,0.8318,0.4541,9,4,1,0,4,0.4444,0.0000,1,0,0.5059,0.2489,0.0059
37,Indiana Teachers,2004,0.9284,1.3534,0.5751,9,2,3,0,4,0.4444,0.0000,1,0,0.4990,0.2516,0.0060
37,Indiana Teachers,2005,1.0000,1.4631,0.5940,9,4,1,0,4,0.4444,0.0000,1,0,0.4937,0.2572,0.0062
37,Indiana Teachers,2006,0.9999,1.4756,0.5961,9,2,3,0,4,0.4444,0.0000,1,0,0.4844,0.2632,0.0063
37,Indiana Teachers,2007,1.0000,3.8077,0.7920,9,4,1,0,4,0.4444,0.0000,1,0,0.4724,0.2570,0.0065
37,Indiana Teachers,2008,1.0000,3.2735,0.7660,9,2,3,0,4,0.4444,0.0000,1,0,0.4695,0.2636,0.0067
37,Indiana Teachers,2009,1.0000,2.3557,0.7020,9,4,1,0,4,0.4444,0.0000,1,0,0.4517,0.2703,0.0069
37,Indiana Teachers,2010,1.0000,1.3364,0.5720,9,2,3,0,4,0.4444,0.0000,1,0,0.4497,0.2818,0.0070
37,Indiana Teachers,2011,1.0000,1.7855,0.6410,9,4,1,0,4,0.4444,0.0000,1,0,0.4659,0.3133,0.0074
37,Indiana Teachers,2012,1.0000,1.8090,0.6440,9,2,3,0,4,0.4444,0.0000,1,0,0.5033,0.3563,0.0076
37,Indiana Teachers,2013,1.0000,2.1250,0.6800,9,4,1,0,4,0.4444,0.0000,1,0,0.4975,0.3745,0.0081
37,Indiana Teachers,2014,1.0000,2.1646,0.6840,9,2,3,0,4,0.4444,0.0000,1,0,0.4975,0.3745,0.0080
37,Indiana Teachers,2015,1.0000,2.1646,0.6840,9,4,1,0,4,0.4444,0.0000,1,0,0.4758,0.3762,0.0082
38,Iowa PERS,2001,1.0000,1.5641,0.6100,11,6,5,0,3,0.2727,0.0000,1,0,0.6040,0.2684,0.0235
38,Iowa PERS,2002,1.0000,1.5000,0.6000,11,6,5,0,3,0.2727,0.0000,1,0,0.5980,0.2706,0.0245
38,Iowa PERS,2003,1.0010,1.6481,0.6224,11,6,5,0,3,0.2727,0.0000,1,0,0.5926,0.2758,0.0253
38,Iowa PERS,2004,1.0000,1.6385,0.6210,11,6,5,0,3,0.2727,0.0000,1,0,0.5870,0.2817,0.0261
38,Iowa PERS,2005,1.0000,1.5445,0.6070,11,6,5,0,3,0.2727,0.0000,1,0,0.6020,0.2972,0.0269
38,Iowa PERS,2006,1.0000,1.6525,0.6230,11,6,5,0,3,0.2727,0.0000,1,0,0.6017,0.3027,0.0277
38,Iowa PERS,2007,1.0000,1.6709,0.6256,11,6,5,0,3,0.2727,0.0000,1,0,0.5977,0.3067,0.0285
38,Iowa PERS,2008,1.0000,1.4771,0.5963,11,6,5,0,3,0.2727,0.0000,1,0,0.5935,0.3088,0.0292
38,Iowa PERS,2009,1.0000,1.3624,0.5767,11,6,5,0,3,0.2727,0.0000,1,0,0.5871,0.3141,0.0298
38,Iowa PERS,2010,1.0000,1.5374,0.6059,11,6,5,0,3,0.2727,0.0000,1,0,0.5759,0.3251,0.0307
38,Iowa PERS,2011,1.0000,1.6638,0.6246,11,6,5,0,3,0.2727,0.0000,1,0,0.5488,0.3281,0.0321
38,Iowa PERS,2012,1.0000,1.5773,0.6120,11,6,5,0,3,0.2727,0.0000,1,0,0.4892,0.3029,0.0330
38,Iowa PERS,2013,1.0000,2.1427,0.6818,11,6,5,0,3,0.2727,0.0000,1,0,0.4818,0.3054,0.0338
38,Iowa PERS,2014,1.0000,2.1017,0.6776,11,6,5,0,3,0.2727,0.0000,1,0,0.4794,0.3119,0.0347
38,Iowa PERS,2015,1.0000,1.9949,0.6661,11,6,5,0,3,0.2727,0.0000,1,0,0.4839,0.3213,0.0356
129,Iowa Municipal Fire and Police,2001,0.0000,,,0,0,0,0,0,,,1,1,,,0.0000
129,Iowa Municipal Fire and Police,2002,1.0000,1.5000,0.6000,0,0,0,0,0,,,1,1,0.5214,0.4451,0.0011
129,Iowa Municipal Fire and Police,2003,1.0000,2.3333,0.7000,0,0,0,0,0,,,1,1,0.5164,0.4494,0.0011
129,Iowa Municipal Fire and Police,2004,1.0000,2.3333,0.7000,0,0,0,0,0,,,1,1,0.5070,0.4592,0.0012
129,Iowa Municipal Fire and Police,2005,1.0000,2.3333,0.7000,0,0,0,0,0,,,1,1,0.5033,0.4601,0.0012
129,Iowa Municipal Fire and Police,2006,1.0000,2.3333,0.7000,0,0,0,0,0,,,1,1,0.4999,0.4626,0.0012
129,Iowa Municipal Fire and Police,2007,1.0000,2.3333,0.7000,0,0,0,0,0,,,1,1,0.4970,0.4651,0.0012
129,Iowa Municipal Fire and Police,2008,1.0000,2.3333,0.7000,0,0,0,0,0,,,1,1,0.4968,0.4640,0.0012
129,Iowa Municipal Fire and Police,2009,1.0000,2.3333,0.7000,0,0,0,0,0,,,1,1,0.4937,0.4663,0.0012
129,Iowa Municipal Fire and Police,2010,1.0000,4.0000,0.8000,0,0,0,0,0,,,1,1,0.4919,0.4699,0.0012
129,Iowa Municipal Fire and Police,2011,1.0000,4.0000,0.8000,0,0,0,0,0,,,1,1,0.4910,0.4715,0.0012
129,Iowa Municipal Fire and Police,2012,1.0000,4.0000,0.8000,0,0,0,0,0,,,1,1,0.4860,0.4770,0.0012
129,Iowa Municipal Fire and Police,2013,1.0000,4.0000,0.8000,0,0,0,0,0,,,1,1,0.4807,0.4802,0.0012
129,Iowa Municipal Fire and Police,2014,1.0000,332.3333,0.9970,0,0,0,0,0,,,1,1,0.4795,0.4809,0.0013
129,Iowa Municipal Fire and Police,2015,1.0001,2.8824,0.7424,0,0,0,0,0,,,1,1,0.4773,0.4825,0.0013
39,Kansas PERS,2001,1.0000,1.7617,0.6379,9,6,1,2,2,0.2222,0.2222,0,0,0.6078,0.2337,0.0208
39,Kansas PERS,2002,1.0000,1.4184,0.5865,9,6,1,2,2,0.2222,0.2222,0,0,0.6005,0.2348,0.0212
39,Kansas PERS,2003,1.0000,1.5826,0.6128,9,6,1,2,2,0.2222,0.2222,0,0,0.5960,0.2378,0.0217
39,Kansas PERS,2004,1.0000,1.7840,0.6408,9,6,1,2,2,0.2222,0.2222,0,0,0.5907,0.2444,0.0224
39,Kansas PERS,2005,1.0000,1.8547,0.6497,9,6,1,2,2,0.2222,0.2222,0,0,0.5873,0.2496,0.0231
39,Kansas PERS,2006,1.0000,1.9771,0.6641,9,6,1,2,2,0.2222,0.2222,0,0,0.5868,0.2548,0.0239
39,Kansas PERS,2007,1.0000,1.9490,0.6609,9,6,1,2,2,0.2222,0.2222,0,0,0.5864,0.2558,0.0242
39,Kansas PERS,2008,1.0000,1.6144,0.6175,9,6,1,2,2,0.2222,0.2222,0,0,0.5815,0.2629,0.0252
39,Kansas PERS,2009,1.0000,1.4643,0.5942,9,6,1,2,2,0.2222,0.2222,0,0,0.5799,0.2638,0.0260
39,Kansas PERS,2010,1.0000,1.5170,0.6027,9,6,1,2,2,0.2222,0.2222,0,0,0.5667,0.2745,0.0268
39,Kansas PERS,2011,1.0000,2.1766,0.6852,9,6,1,2,2,0.2222,0.2222,0,0,0.5513,0.2863,0.0281
39,Kansas PERS,2012,1.0000,2.3944,0.7054,9,6,1,2,2,0.2222,0.2222,0,0,0.5453,0.2940,0.0292
39,Kansas PERS,2013,1.0000,2.6364,0.7250,9,6,1,2,2,0.2222,0.2222,0,0,0.5364,0.2997,0.0300
39,Kansas PERS,2014,1.0000,2.2468,0.6920,9,6,1,2,2,0.2222,0.2222,0,0,0.5225,0.3073,0.0312
39,Kansas PERS,2015,0.9990,2.0550,0.6727,9,6,1,2,2,0.2222,0.2222,0,0,,,0.0000
40,Kentucky County,2001,1.0000,1.2222,0.5500,9,3,1,5,5,0.5556,0.5556,0,0,0.6068,0.1920,0.0068
40,Kentucky County,2002,1.0000,1.2222,0.5500,9,3,1,5,5,0.5556,0.5556,0,0,0.5916,0.1974,0.0072
40,Kentucky County,2003,1.0000,1.2222,0.5500,9,3,1,5,5,0.5556,0.5556,0,0,0.5889,0.1982,0.0075
40,Kentucky County,2004,1.0000,1.5641,0.6100,9,3,1,5,5,0.5556,0.5556,0,0,0.5327,0.1955,0.0080
40,Kentucky County,2005,1.0000,4.0251,0.8010,9,3,1,5,5,0.5556,0.5556,0,0,0.5117,0.2015,0.0085
40,Kentucky County,2006,1.0000,1.5189,0.6030,9,3,1,5,5,0.5556,0.5556,0,0,0.5096,0.2065,0.0090
40,Kentucky County,2007,1.0010,1.6981,0.6294,9,3,1,5,5,0.5556,0.5556,0,0,0.4952,0.2123,0.0096
40,Kentucky County,2008,1.0000,1.6178,0.6180,9,3,1,5,5,0.5556,0.5556,0,0,0.4805,0.2166,0.0100
40,Kentucky County,2009,1.0010,1.2698,0.5594,9,3,1,5,5,0.5556,0.5556,0,0,0.4631,0.2257,0.0106
40,Kentucky County,2010,0.9990,1.6289,0.6196,9,3,1,5,5,0.5556,0.5556,0,0,0.4531,0.2265,0.0108
40,Kentucky County,2011,1.0000,1.3095,0.5670,9,3,1,5,5,0.5556,0.5556,0,0,0.4444,0.2332,0.0114
40,Kentucky County,2012,1.0000,1.9851,0.6650,9,3,1,5,5,0.5556,0.5556,0,0,0.4258,0.2410,0.0119
40,Kentucky County,2013,1.0000,2.2648,0.6937,9,3,1,5,5,0.5556,0.5556,0,0,0.4107,0.2483,0.0125
40,Kentucky County,2014,1.0008,2.3019,0.6971,9,3,1,5,5,0.5556,0.5556,0,0,0.3971,0.2532,0.0130
40,Kentucky County,2015,1.0009,2.3363,0.7003,9,3,1,5,5,0.5556,0.5556,0,0,0.3855,0.2598,0.0137
41,Kentucky ERS,2001,1.0000,1.2321,0.5520,9,3,1,5,5,0.5556,0.5556,0,0,0.5426,0.2731,0.0064
41,Kentucky ERS,2002,1.0000,1.2222,0.5500,9,3,1,5,5,0.5556,0.5556,0,0,0.5136,0.2717,0.0068
41,Kentucky ERS,2003,1.0000,1.2272,0.5510,9,3,1,5,5,0.5556,0.5556,0,0,0.5248,0.2812,0.0069
41,Kentucky ERS,2004,1.0000,1.6316,0.6200,9,3,1,5,5,0.5556,0.5556,0,0,0.4698,0.2771,0.0073
41,Kentucky ERS,2005,1.0000,1.5445,0.6070,9,3,1,5,5,0.5556,0.5556,0,0,0.4486,0.2839,0.0078
41,Kentucky ERS,2006,1.0000,1.6667,0.6250,9,3,1,5,5,0.5556,0.5556,0,0,0.4369,0.2921,0.0081
41,Kentucky ERS,2007,1.0000,1.7548,0.6370,9,3,1,5,5,0.5556,0.5556,0,0,0.4285,0.2956,0.0085
41,Kentucky ERS,2008,1.0000,1.6316,0.6200,9,3,1,5,5,0.5556,0.5556,0,0,0.4154,0.2985,0.0088
41,Kentucky ERS,2009,0.9990,1.6569,0.6236,9,3,1,5,5,0.5556,0.5556,0,0,0.3922,0.3154,0.0094
41,Kentucky ERS,2010,1.0000,1.9155,0.6570,9,3,1,5,5,0.5556,0.5556,0,0,0.3863,0.3066,0.0094
41,Kentucky ERS,2011,0.9890,1.6730,0.6259,9,3,1,5,5,0.5556,0.5556,0,0,0.3787,0.3099,0.0095
41,Kentucky ERS,2012,1.0010,1.9792,0.6643,9,3,1,5,5,0.5556,0.5556,0,0,0.3402,0.3123,0.0097
41,Kentucky ERS,2013,1.0000,2.1847,0.6860,9,3,1,5,5,0.5556,0.5556,0,0,0.3371,0.3172,0.0099
41,Kentucky ERS,2014,1.0040,2.0424,0.6713,9,3,1,5,5,0.5556,0.5556,0,0,0.3173,0.3206,0.0102
41,Kentucky ERS,2015,1.0005,2.1462,0.6822,9,3,1,5,5,0.5556,0.5556,0,0,0.3029,0.3246,0.0104
42,Kentucky Teachers,2001,1.0000,1.2707,0.5596,9,0,2,7,5,0.5556,0.7778,0,0,0.5884,0.3489,0.0078
42,Kentucky Teachers,2002,1.0000,1.1177,0.5278,9,0,2,7,5,0.5556,0.7778,0,0,0.5786,0.3573,0.0082
42,Kentucky Teachers,2003,1.0000,1.0764,0.5184,9,0,2,7,5,0.5556,0.7778,0,0,0.6389,0.3119,0.0084
42,Kentucky Teachers,2004,1.0000,1.4213,0.5870,9,0,2,7,5,0.5556,0.7778,0,0,0.6373,0.3171,0.0086
42,Kentucky Teachers,2005,1.0000,1.4474,0.5914,9,0,2,7,5,0.5556,0.7778,0,0,0.6356,0.3289,0.0089
42,Kentucky Teachers,2006,1.0000,1.7988,0.6427,9,0,2,7,5,0.5556,0.7778,0,0,0.6329,0.3304,0.0091
42,Kentucky Teachers,2007,1.0000,2.0912,0.6765,9,0,2,7,5,0.5556,0.7778,0,0,0.6307,0.3316,0.0093
42,Kentucky Teachers,2008,1.0000,2.0864,0.6760,9,0,2,7,5,0.5556,0.7778,0,0,0.6236,0.3363,0.0095
42,Kentucky Teachers,2009,1.0000,1.9240,0.6580,9,0,2,7,5,0.5556,0.7778,0,0,0.6162,0.3412,0.0097
42,Kentucky Teachers,2010,1.0000,2.0488,0.6720,9,0,2,7,5,0.5556,0.7778,0,0,0.6103,0.3446,0.0099
42,Kentucky Teachers,2011,1.0000,2.5714,0.7200,9,0,2,7,5,0.5556,0.7778,0,0,0.6016,0.3500,0.0102
42,Kentucky Teachers,2012,1.0000,2.8610,0.7410,9,0,2,7,5,0.5556,0.7778,0,0,0.5901,0.3581,0.0105
42,Kentucky Teachers,2013,1.0000,3.2194,0.7630,9,0,2,7,5,0.5556,0.7778,0,0,0.5782,0.3663,0.0108
42,Kentucky Teachers,2014,1.0000,3.5045,0.7780,9,0,2,7,5,0.5556,0.7778,0,0,0.4663,0.3085,0.0110
42,Kentucky Teachers,2015,1.0000,4.0000,0.8000,9,0,2,7,5,0.5556,0.7778,0,0,0.4822,0.3325,0.0113
44,Louisiana SERS,2001,1.0000,2.0581,0.6730,13,0,4,9,9,0.6923,0.6923,0,0,0.5064,0.2618,0.0075
44,Louisiana SERS,2002,1.0000,1.7548,0.6370,13,0,4,9,9,0.6923,0.6923,0,0,0.4975,0.2655,0.0077
44,Louisiana SERS,2003,1.0000,1.7174,0.6320,13,0,4,9,9,0.6923,0.6923,0,0,0.4912,0.2667,0.0079
44,Louisiana SERS,2004,1.0000,2.4247,0.7080,13,0,4,9,9,0.6923,0.6923,0,0,0.4658,0.2635,0.0081
44,Louisiana SERS,2005,1.0000,2.6232,0.7240,13,0,4,9,9,0.6923,0.6923,0,0,0.4682,0.2701,0.0082
44,Louisiana SERS,2006,1.0000,2.8023,0.7370,13,0,4,9,9,0.6923,0.6923,0,0,0.4076,0.2689,0.0090
44,Louisiana SERS,2007,1.0000,3.0650,0.7540,13,0,4,9,9,0.6923,0.6923,0,0,0.4152,0.2704,0.0090
44,Louisiana SERS,2008,1.0000,3.5455,0.7800,13,0,4,9,9,0.6923,0.6923,0,0,0.4074,0.2652,0.0090
44,Louisiana SERS,2009,1.0000,3.0000,0.7500,13,0,4,9,9,0.6923,0.6923,0,0,0.4010,0.2648,0.0091
44,Louisiana SERS,2010,1.0000,2.7594,0.7340,13,0,4,9,9,0.6923,0.6923,0,0,0.3830,0.2733,0.0092
44,Louisiana SERS,2011,1.0000,3.0000,0.7500,13,0,4,9,9,0.6923,0.6923,0,0,0.3597,0.2862,0.0096
44,Louisiana SERS,2012,1.0000,3.3478,0.7700,13,0,4,9,9,0.6923,0.6923,0,0,0.3479,0.3011,0.0098
44,Louisiana SERS,2013,1.0000,4.2632,0.8100,13,0,4,9,9,0.6923,0.6923,0,0,0.2977,0.3207,0.0103
44,Louisiana SERS,2014,1.0000,5.0241,0.8340,13,0,4,9,9,0.6923,0.6923,0,0,0.2767,0.3348,0.0105
44,Louisiana SERS,2015,1.0000,4.7471,0.8260,13,0,4,9,9,0.6923,0.6923,0,0,0.2759,0.3386,0.0106
45,Louisiana Teachers,2001,1.0000,3.2316,0.7637,16,0,4,12,12,0.7500,0.7500,0,0,0.5836,0.3461,0.0115
45,Louisiana Teachers,2002,1.0000,2.6951,0.7294,16,0,4,12,12,0.7500,0.7500,0,0,0.5709,0.3539,0.0121
45,Louisiana Teachers,2003,1.0000,3.0611,0.7538,16,0,4,12,12,0.7500,0.7500,0,0,0.5660,0.3463,0.0120
45,Louisiana Teachers,2004,1.0000,2.7610,0.7341,16,0,4,12,12,0.7500,0.7500,0,0,0.5474,0.3532,0.0125
45,Louisiana Teachers,2005,1.0000,3.6140,0.7833,16,0,4,12,12,0.7500,0.7500,0,0,0.5417,0.3640,0.0131
45,Louisiana Teachers,2006,1.0000,3.9569,0.7983,16,0,4,12,12,0.7500,0.7500,0,0,0.5000,0.3784,0.0145
45,Louisiana Teachers,2007,1.0000,3.3804,0.7717,16,0,4,12,12,0.7500,0.7500,0,0,0.5025,0.3845,0.0145
45,Louisiana Teachers,2008,1.0000,3.2375,0.7640,16,0,4,12,12,0.7500,0.7500,0,0,0.5135,0.3872,0.0146
45,Louisiana Teachers,2009,1.0000,3.0371,0.7523,16,0,4,12,12,0.7500,0.7500,0,0,0.5164,0.3854,0.0147
45,Louisiana Teachers,2010,1.0000,3.5126,0.7784,16,0,4,12,12,0.7500,0.7500,0,0,0.4985,0.3766,0.0148
45,Louisiana Teachers,2011,1.0000,4.1125,0.8044,16,0,4,12,12,0.7500,0.7500,0,0,0.4853,0.3835,0.0150
45,Louisiana Teachers,2012,1.0000,3.1714,0.7603,16,0,4,12,12,0.7500,0.7500,0,0,0.4713,0.3920,0.0153
45,Louisiana Teachers,2013,1.0000,3.0153,0.7510,16,0,4,12,12,0.7500,0.7500,0,0,0.4587,0.4066,0.0159
45,Louisiana Teachers,2014,1.0000,3.0637,0.7539,16,0,4,12,12,0.7500,0.7500,0,0,0.5032,0.4583,0.0162
45,Louisiana Teachers,2015,1.0000,3.1169,0.7571,16,0,4,12,12,0.7500,0.7500,0,0,0.4984,0.4622,0.0166
130,Louisiana Municipal Police,2001,0.0000,,,0,0,0,0,0,,,1,1,,,0.0000
130,Louisiana Municipal Police,2002,0.0000,,,0,0,0,0,0,,,1,1,0.6149,0.3851,0.0008
130,Louisiana Municipal Police,2003,1.0000,0.9663,0.4914,0,0,0,0,0,,,1,1,0.5670,0.3608,0.0008
130,Louisiana Municipal Police,2004,1.0000,0.9415,0.4849,0,0,0,0,0,,,1,1,0.5666,0.3612,0.0009
130,Louisiana Municipal Police,2005,1.0000,1.2861,0.5626,0,0,0,0,0,,,1,1,0.5671,0.3677,0.0009
130,Louisiana Municipal Police,2006,1.0000,1.2371,0.5530,0,0,0,0,0,,,1,1,0.5362,0.3686,0.0009
130,Louisiana Municipal Police,2007,1.0000,2.0831,0.6757,0,0,0,0,0,,,1,1,0.5313,0.3685,0.0009
130,Louisiana Municipal Police,2008,1.0000,1.7790,0.6402,0,0,0,0,0,,,1,1,0.5263,0.3660,0.0009
130,Louisiana Municipal Police,2009,1.0000,1.4555,0.5927,0,0,0,0,0,,,1,1,0.5257,0.3610,0.0009
130,Louisiana Municipal Police,2010,1.0000,1.4367,0.5896,0,0,0,0,0,,,1,1,0.5283,0.3600,0.0009
130,Louisiana Municipal Police,2011,1.0000,2.2203,0.6895,0,0,0,0,0,,,1,1,0.5067,0.3755,0.0010
130,Louisiana Municipal Police,2012,1.0000,2.2775,0.6949,0,0,0,0,0,,,1,1,0.4982,0.3892,0.0010
130,Louisiana Municipal Police,2013,1.0001,3.0971,0.7559,0,0,0,0,0,,,1,1,0.4807,0.3994,0.0010
130,Louisiana Municipal Police,2014,0.9999,3.9329,0.7973,0,0,0,0,0,,,1,1,0.4708,0.4060,0.0010
130,Louisiana Municipal Police,2015,0.9999,3.3286,0.7690,0,0,0,0,0,,,1,1,0.4695,0.4043,0.0010
131,Louisiana Schools,2001,0.0000,,,0,0,0,0,0,,,1,1,0.5903,0.4097,0.0023
131,Louisiana Schools,2002,0.0000,,,0,0,0,0,0,,,1,1,0.5809,0.4166,0.0024
131,Louisiana Schools,2003,0.0000,,,0,0,0,0,0,,,1,1,0.5702,0.4274,0.0024
131,Louisiana Schools,2004,0.0000,,,0,0,0,0,0,,,1,1,0.5515,0.4323,0.0025
131,Louisiana Schools,2005,0.0000,,,0,0,0,0,0,,,1,1,0.5322,0.4542,0.0026
131,Louisiana Schools,2006,1.0000,2.1037,0.6778,0,0,0,0,0,,,1,1,0.5071,0.4815,0.0029
131,Louisiana Schools,2007,1.0000,2.1348,0.6810,0,0,0,0,0,,,1,1,0.4973,0.4879,0.0029
131,Louisiana Schools,2008,1.0000,1.6532,0.6231,0,0,0,0,0,,,1,1,0.5005,0.4849,0.0029
131,Louisiana Schools,2009,0.9999,2.2443,0.6918,0,0,0,0,0,,,1,1,0.5005,0.4859,0.0029
131,Louisiana Schools,2010,1.0001,2.6328,0.7247,0,0,0,0,0,,,1,1,0.4955,0.4911,0.0029
131,Louisiana Schools,2011,1.0000,2.6298,0.7245,0,0,0,0,0,,,1,1,0.4843,0.5025,0.0029
131,Louisiana Schools,2012,0.9999,3.0646,0.7540,0,0,0,0,0,,,1,1,0.4721,0.5150,0.0029
131,Louisiana Schools,2013,0.9999,3.6944,0.7870,0,0,0,0,0,,,1,1,0.4603,0.5262,0.0030
131,Louisiana Schools,2014,1.0020,3.3851,0.7720,0,0,0,0,0,,,1,1,0.4688,0.5152,0.0028
131,Louisiana Schools,2015,1.0000,3.4504,0.7753,0,0,0,0,0,,,1,1,0.4026,0.4567,0.0029
132,Louisiana State Parochial Employees,2001,0.0000,,,7,1,2,0,4,0.5714,0.0000,1,0,0.5744,0.1779,0.0011
132,Louisiana State Parochial Employees,2002,0.0000,,,7,1,2,0,4,0.5714,0.0000,1,0,0.5662,0.1772,0.0011
132,Louisiana State Parochial Employees,2003,0.0000,,,7,1,2,0,4,0.5714,0.0000,1,0,0.5728,0.1783,0.0011
132,Louisiana State Parochial Employees,2004,0.0000,,,7,1,2,0,4,0.5714,0.0000,1,0,0.5598,0.1827,0.0012
132,Louisiana State Parochial Employees,2005,0.0000,,,7,1,2,0,4,0.5714,0.0000,1,0,0.5450,0.1882,0.0012
132,Louisiana State Parochial Employees,2006,1.0000,0.4046,0.2880,7,1,2,0,4,0.5714,0.0000,1,0,0.5281,0.1902,0.0013
132,Louisiana State Parochial Employees,2007,1.0000,0.2695,0.2123,7,1,2,0,4,0.5714,0.0000,1,0,0.5340,0.1912,0.0013
132,Louisiana State Parochial Employees,2008,0.9999,1.4447,0.5910,7,1,2,0,4,0.5714,0.0000,1,0,0.5365,0.1873,0.0013
132,Louisiana State Parochial Employees,2009,1.0000,3.7463,0.7893,7,1,2,0,4,0.5714,0.0000,1,0,0.5377,0.1880,0.0013
132,Louisiana State Parochial Employees,2010,1.0000,5.6153,0.8488,7,1,2,0,4,0.5714,0.0000,1,0,0.5331,0.1903,0.0013
132,Louisiana State Parochial Employees,2011,1.0000,5.8144,0.8533,7,1,2,0,4,0.5714,0.0000,1,0,0.5258,0.1963,0.0014
132,Louisiana State Parochial Employees,2012,1.0000,2.7594,0.7340,7,1,2,0,4,0.5714,0.0000,1,0,0.5159,0.2058,0.0014
132,Louisiana State Parochial Employees,2013,1.0001,6.1589,0.8603,7,1,2,0,4,0.5714,0.0000,1,0,0.4961,0.2128,0.0015
132,Louisiana State Parochial Employees,2014,1.0000,2.4710,0.7119,7,1,2,0,4,0.5714,0.0000,1,0,0.4969,0.2195,0.0016
132,Louisiana State Parochial Employees,2015,1.0001,1.6733,0.6259,7,1,2,0,4,0.5714,0.0000,1,0,0.4935,0.2233,0.0016
46,Maine Local,2001,1.0000,1.6667,0.6250,0,0,0,0,0,,,1,1,0.5699,0.4094,0.0049
46,Maine Local,2002,1.0000,1.5840,0.6130,0,0,0,0,0,,,1,1,0.5694,0.4073,0.0049
46,Maine Local,2003,1.0000,2.0030,0.6670,0,0,0,0,0,,,1,1,0.5488,0.4080,0.0050
46,Maine Local,2004,0.9900,2.0000,0.6667,0,0,0,0,0,,,1,1,0.5472,0.4048,0.0050
46,Maine Local,2005,1.0100,1.9706,0.6634,0,0,0,0,0,,,1,1,0.5552,0.4000,0.0050
46,Maine Local,2006,1.0000,2.2258,0.6900,0,0,0,0,0,,,1,1,0.5480,0.3973,0.0052
46,Maine Local,2007,1.0000,2.7037,0.7300,0,0,0,0,0,,,1,1,0.5502,0.3944,0.0052
46,Maine Local,2008,1.0000,1.9412,0.6600,0,0,0,0,0,,,1,1,0.5439,0.3947,0.0053
46,Maine Local,2009,1.0000,2.4483,0.7100,0,0,0,0,0,,,1,1,0.5450,0.3937,0.0053
